"","pitch_type","release_speed","zone","stand","p_throws","description","type","bb_type","balls","strikes","on_3b","on_2b","on_1b","outs_when_up","pitch_number"
"319","FF",91.8,13,"R","L","ball","B",NA,1,0,NA,662139,594777,0,2
"320","SI",96.2,8,"L","R","hit_into_play","X","fly_ball",2,0,NA,NA,NA,1,3
"321","SL",89.7,14,"R","R","swinging_strike","S",NA,1,2,NA,NA,NA,2,4
"322","KC",86.8,13,"L","R","hit_into_play","X","ground_ball",3,2,NA,NA,NA,2,6
"323","FF",93.2,12,"R","R","ball","B",NA,0,0,NA,NA,NA,0,1
"324","FC",94.4,13,"L","R","ball","B",NA,1,0,NA,NA,NA,0,2
"325","SL",81.3,14,"L","R","ball","B",NA,0,2,NA,NA,646240,2,3
"326","SI",91.9,2,"L","L","hit_into_play","X","ground_ball",3,2,NA,NA,NA,0,7
"327","FF",93.5,6,"R","R","called_strike","S",NA,0,0,NA,NA,NA,1,1
"328","SL",86,13,"R","R","foul","S",NA,1,0,645277,NA,518692,2,2
"329","SI",96.4,7,"R","R","called_strike","S",NA,3,1,NA,NA,NA,1,5
"330","FF",95.2,2,"R","R","foul_tip","S",NA,3,0,NA,NA,NA,2,4
"331","SL",87.5,2,"R","R","called_strike","S",NA,0,0,NA,488771,514888,0,1
"332","FC",89.7,5,"R","R","swinging_strike","S",NA,2,1,NA,NA,NA,0,4
"333","FF",92.7,12,"R","L","ball","B",NA,0,1,NA,NA,NA,0,2
"334","FF",96.4,4,"R","R","called_strike","S",NA,0,0,NA,NA,NA,0,1
"335","SL",85.9,13,"L","R","ball","B",NA,0,0,NA,NA,NA,0,1
"336","FF",94.9,2,"R","R","swinging_strike","S",NA,0,2,NA,NA,NA,2,5
"337","FC",85,13,"R","L","ball","B",NA,0,1,NA,NA,NA,0,2
"338","SL",86.5,4,"L","R","foul","S",NA,0,0,NA,NA,NA,2,1
"339","KC",81.6,5,"L","R","called_strike","S",NA,0,0,NA,NA,NA,1,1
"340","FF",92,6,"R","R","called_strike","S",NA,3,0,NA,NA,NA,0,4
"341","SI",96.5,11,"R","R","foul","S",NA,1,0,NA,NA,516770,1,2
"342","SL",86.7,12,"R","R","foul","S",NA,2,2,NA,NA,NA,1,5
"343","CU",78.5,14,"R","L","blocked_ball","B",NA,2,2,592348,NA,600869,2,9
"344","SI",88.9,3,"R","L","called_strike","S",NA,0,0,NA,NA,NA,2,1
"345","FF",93.4,11,"L","R","called_strike","S",NA,0,0,NA,NA,642721,2,1
"346","FF",89.5,11,"R","L","ball","B",NA,3,2,570731,NA,NA,2,7
"347","FF",92.5,12,"R","L","ball","B",NA,0,0,NA,NA,NA,2,1
"348","FC",91,14,"R","R","ball","B",NA,0,0,NA,NA,NA,2,1
"349","FF",96.4,4,"L","R","called_strike","S",NA,1,0,663897,516416,NA,2,2
"350","SI",92.2,3,"R","L","foul","S",NA,0,0,621043,NA,649557,2,1
"351","SL",78.9,8,"L","R","swinging_strike","S",NA,1,2,NA,NA,467793,2,5
"352","FF",93.7,9,"L","R","hit_into_play","X","ground_ball",0,0,NA,NA,680911,0,1
"353","SI",96.5,14,"R","R","ball","B",NA,0,1,NA,NA,NA,0,2
"354","FF",94,1,"L","L","swinging_strike","S",NA,1,0,NA,NA,518934,2,2
"355","FF",95.6,14,"R","R","ball","B",NA,0,0,NA,NA,NA,2,1
"356","FF",92.2,8,"L","R","called_strike","S",NA,0,1,NA,650668,NA,0,2
"357","SL",76.1,6,"R","L","called_strike","S",NA,1,0,592663,NA,547180,2,2
"358","SI",88.4,12,"L","L","ball","B",NA,3,0,NA,608369,457759,0,4
"359","CU",73.8,6,"R","R","hit_into_play","X","line_drive",0,0,NA,455117,NA,0,1
"360","KC",83.6,14,"R","R","blocked_ball","B",NA,2,2,NA,NA,650333,0,5
"361","FF",91.1,2,"R","L","hit_into_play","X","fly_ball",1,2,NA,NA,NA,0,4
"362","SL",85.6,8,"L","R","hit_into_play","X","line_drive",3,2,663611,673357,NA,1,6
"363","SI",93.1,14,"R","R","blocked_ball","B",NA,2,0,500743,542583,660821,0,3
"364","SI",91.6,7,"L","L","called_strike","S",NA,0,0,NA,NA,NA,1,1
"365","SL",84.5,8,"R","R","foul","S",NA,0,0,NA,605137,NA,0,1
"366","SL",86.7,5,"R","R","swinging_strike","S",NA,0,1,NA,NA,NA,2,2
"367","CH",88.8,14,"R","L","ball","B",NA,2,2,NA,NA,NA,2,5
"368","CH",85.9,13,"L","R","foul","S",NA,0,1,663993,656847,641680,2,2
"369","FC",87.2,3,"L","R","hit_into_play","X","line_drive",0,0,NA,NA,592206,1,1
"370","CU",84.5,14,"L","R","swinging_strike_blocked","S",NA,2,2,NA,607054,669374,2,5
"371","FF",96.1,9,"R","R","called_strike","S",NA,0,1,NA,NA,NA,1,2
"372","CU",79.2,7,"L","L","called_strike","S",NA,1,2,NA,NA,NA,0,5
"373","FF",95.4,14,"R","R","blocked_ball","B",NA,2,2,NA,NA,663616,1,5
"374","SI",89.9,12,"R","L","ball","B",NA,0,1,NA,NA,518586,1,2
"375","FF",90.9,9,"L","R","hit_into_play","X","line_drive",2,0,NA,NA,NA,0,3
"376","FF",98.7,6,"L","R","foul","S",NA,0,2,NA,NA,NA,1,3
"377","FF",92.5,11,"L","L","ball","B",NA,0,2,NA,663993,666969,2,3
"378","SL",82.2,14,"R","R","hit_into_play","X","ground_ball",1,0,592885,541645,642133,1,2
"379","SI",95.5,4,"R","R","called_strike","S",NA,3,1,NA,NA,572816,1,5
"380","FF",95.2,14,"R","L","ball","B",NA,1,1,NA,NA,NA,1,3
"381","SI",96.8,4,"L","R","foul_tip","S",NA,1,2,NA,NA,NA,0,4
"382","SL",84.1,13,"L","L","ball","B",NA,1,2,NA,NA,NA,2,6
"383","FF",89.2,1,"L","L","ball","B",NA,1,1,NA,NA,NA,1,3
"384","CU",81.5,14,"L","R","swinging_strike_blocked","S",NA,0,0,NA,NA,660829,2,1
"385","FF",91.1,8,"L","L","foul","S",NA,0,2,NA,NA,NA,0,3
"386","SL",86.6,14,"R","R","ball","B",NA,2,2,NA,NA,NA,0,5
"387","SI",94.6,9,"R","R","called_strike","S",NA,3,1,NA,NA,501303,0,5
"388","FC",88.6,11,"L","R","pitchout","B",NA,0,2,NA,NA,542340,0,4
"389","FF",93.5,13,"L","R","ball","B",NA,0,0,NA,NA,NA,0,1
"390","FF",90.1,2,"L","R","called_strike","S",NA,0,1,NA,NA,NA,0,2
"391","SL",84.6,8,"R","R","swinging_strike","S",NA,1,0,NA,596146,593934,1,2
"392","FF",95.3,8,"R","R","called_strike","S",NA,0,0,NA,NA,NA,0,1
"393","SL",86.4,14,"R","R","swinging_strike","S",NA,2,2,NA,596451,605400,2,8
"394","FF",88.8,12,"R","L","ball","B",NA,0,1,NA,NA,NA,1,2
"395","FF",92.8,14,"R","R","ball","B",NA,3,0,453568,NA,NA,0,4
"396","SL",83.5,6,"R","R","foul","S",NA,1,0,NA,NA,NA,1,2
"397","FF",93.4,14,"R","R","ball","B",NA,1,1,NA,NA,606466,2,3
"398","FF",90.7,4,"L","R","foul","S",NA,3,2,NA,NA,NA,2,7
"399","SL",82.7,8,"L","L","foul","S",NA,2,1,NA,NA,NA,1,4
"400","SL",77.6,13,"L","R","ball","B",NA,0,0,NA,NA,NA,2,1
"401","SL",87.2,14,"R","R","swinging_strike_blocked","S",NA,0,1,680776,NA,NA,1,2
"402","SL",88,14,"R","R","hit_into_play","X","line_drive",2,1,NA,NA,NA,1,4
"403","FF",94.5,5,"L","R","foul","S",NA,1,2,NA,664058,660271,1,4
"404","SI",99.6,7,"R","L","foul_bunt","S",NA,0,0,NA,641645,NA,0,1
"405","SI",93.9,3,"R","R","hit_into_play","X","fly_ball",0,1,516782,NA,572816,0,2
"406","SI",89.9,14,"L","R","ball","B",NA,0,2,NA,NA,NA,1,3
"407","FF",94.3,5,"R","R","hit_into_play","X","line_drive",3,1,NA,NA,NA,0,5
"408","CU",79.9,1,"R","R","called_strike","S",NA,1,0,NA,NA,NA,0,2
"409","SL",85.9,12,"L","R","foul","S",NA,1,2,NA,NA,NA,1,4
"410","SL",86.1,4,"R","R","foul","S",NA,2,2,NA,NA,547180,2,5
"411","SL",84,13,"R","L","foul","S",NA,2,2,NA,NA,NA,0,7
"412","CU",78.8,14,"R","L","ball","B",NA,0,2,NA,NA,621035,2,3
"413","CU",79.7,7,"L","R","called_strike","S",NA,0,0,NA,NA,NA,0,1
"414","SL",81.4,13,"L","R","hit_into_play","X","ground_ball",0,1,NA,668227,NA,2,2
"415","SI",97.2,13,"R","R","swinging_strike","S",NA,2,2,NA,605119,NA,2,5
"416","SI",92.3,8,"R","R","called_strike","S",NA,0,0,624424,542340,621512,0,1
"417","SL",88.5,14,"R","R","swinging_strike","S",NA,1,1,NA,NA,595943,1,3
"418","FC",88.4,9,"L","R","ball","B",NA,2,1,NA,NA,594694,0,4
"419","KC",83.7,6,"L","R","called_strike","S",NA,1,0,NA,NA,NA,2,2
"420","FF",92.7,11,"L","R","ball","B",NA,1,1,NA,NA,NA,1,3
"421","FF",92.1,4,"L","R","swinging_strike","S",NA,0,0,NA,NA,NA,1,1
"422","KC",78.6,2,"L","R","hit_into_play","X","line_drive",0,1,NA,NA,NA,0,2
"423","FC",86.6,9,"R","R","hit_into_play","X","ground_ball",2,2,NA,680777,650333,1,5
"424","FF",93.6,7,"R","R","called_strike","S",NA,0,0,NA,NA,NA,1,1
"425","CH",84.8,13,"R","R","foul","S",NA,1,1,NA,NA,NA,1,3
"426","SL",86.3,1,"L","L","called_strike","S",NA,2,1,NA,NA,527038,1,4
"427","FC",87.1,11,"R","L","foul","S",NA,2,1,605170,NA,673490,0,4
"428","SI",93.9,12,"L","L","foul","S",NA,1,2,NA,NA,NA,0,4
"429","SL",84.3,8,"R","R","called_strike","S",NA,0,0,NA,623912,644374,1,1
"430","SI",91.4,8,"L","L","ball","B",NA,1,0,NA,NA,NA,0,2
"431","CH",79.9,9,"R","L","foul","S",NA,0,1,NA,NA,NA,0,2
"432","SI",92.5,3,"R","L","swinging_strike","S",NA,0,1,NA,NA,NA,0,2
"433","FF",91.3,11,"R","L","foul","S",NA,0,1,NA,NA,NA,1,2
"434","SL",87.3,14,"R","R","ball","B",NA,2,2,NA,NA,NA,0,6
"435","SI",96,2,"L","R","foul","S",NA,2,1,NA,NA,593590,2,4
"436","SL",81.8,9,"L","R","foul","S",NA,0,2,NA,NA,NA,0,3
"437","CH",81.3,14,"R","L","ball","B",NA,0,0,650333,NA,NA,2,1
"438","FF",91.2,5,"R","R","swinging_strike","S",NA,0,0,NA,NA,NA,0,1
"439","CU",80.3,4,"L","L","hit_into_play","X","popup",1,2,NA,NA,NA,0,4
"440","FF",94.4,11,"L","R","swinging_strike","S",NA,0,1,NA,NA,NA,1,2
"441","KC",87.2,14,"L","R","swinging_strike","S",NA,0,1,NA,NA,NA,0,2
"442","CH",85.9,8,"L","R","foul","S",NA,0,0,NA,NA,NA,0,1
"443","FF",98.5,12,"R","R","called_strike","S",NA,1,0,NA,NA,NA,1,2
"444","CU",75,8,"R","L","foul","S",NA,1,1,NA,620443,NA,1,3
"445","CU",79.6,14,"R","L","ball","B",NA,1,1,NA,NA,NA,0,3
"446","CH",87.8,14,"L","R","ball","B",NA,2,2,NA,NA,NA,0,6
"447","FF",94.5,1,"R","L","swinging_strike","S",NA,1,2,NA,NA,572039,2,4
"448","FC",83.6,4,"L","R","hit_into_play","X","ground_ball",2,2,NA,573186,607043,1,5
"449","FF",88.8,11,"R","L","foul","S",NA,0,1,NA,NA,NA,0,2
"450","FF",91.6,6,"R","L","called_strike","S",NA,0,0,NA,NA,NA,0,1
"451","CH",84.4,14,"L","R","ball","B",NA,1,1,NA,NA,NA,0,3
"452","FF",96.7,12,"R","L","foul","S",NA,0,1,NA,NA,660271,1,2
"453","CU",74.6,2,"R","L","called_strike","S",NA,0,2,NA,NA,NA,1,3
"454","SL",84.7,5,"R","R","called_strike","S",NA,1,1,NA,NA,NA,1,3
"455","SI",84.8,14,"R","R","swinging_strike","S",NA,0,1,NA,NA,NA,0,2
"456","CU",82.1,8,"R","R","called_strike","S",NA,0,0,NA,NA,596056,1,1
"457","CH",85.4,8,"L","R","called_strike","S",NA,3,1,NA,NA,NA,2,5
"458","CH",83.2,9,"R","L","called_strike","S",NA,2,0,NA,NA,NA,1,3
"459","FF",96.9,12,"L","R","ball","B",NA,2,0,NA,598265,NA,0,3
"460","FF",90.8,8,"R","L","foul","S",NA,3,2,NA,NA,NA,2,7
"461","SI",92.3,11,"L","R","ball","B",NA,2,2,NA,656669,NA,2,8
"462","CH",85.9,8,"R","R","swinging_strike","S",NA,3,1,NA,518934,NA,2,5
"463","SL",83.3,8,"R","R","swinging_strike","S",NA,2,1,NA,NA,677551,2,4
"464","FF",95.5,12,"R","R","ball","B",NA,0,1,594777,NA,452678,2,2
"465","CH",83.2,9,"L","R","called_strike","S",NA,2,1,572816,NA,605119,2,4
"466","FF",91.7,2,"L","R","hit_into_play","X","line_drive",0,1,NA,NA,NA,1,2
"467","FF",91.1,13,"R","L","ball","B",NA,0,0,NA,571718,673357,1,1
"468","FF",90.8,1,"R","R","called_strike","S",NA,0,0,NA,NA,NA,0,1
"469","FF",88.7,11,"R","L","ball","B",NA,1,1,NA,NA,608070,2,3
"470","CH",83.8,7,"R","R","swinging_strike","S",NA,1,1,NA,NA,NA,1,3
"471","FF",88.6,4,"R","L","called_strike","S",NA,0,0,NA,NA,NA,0,1
"472","FF",96.3,7,"L","R","called_strike","S",NA,0,0,NA,NA,NA,0,1
"473","FS",88.6,2,"L","R","hit_into_play","X","fly_ball",1,0,NA,NA,595284,2,2
"474","CH",83.7,9,"R","L","foul","S",NA,2,2,NA,673357,NA,1,5
"475","CH",77.4,6,"R","L","foul","S",NA,1,2,NA,NA,NA,1,5
"476","SI",90.6,6,"L","L","foul","S",NA,0,0,NA,NA,NA,1,1
"477","FF",93.8,5,"R","L","hit_into_play","X","fly_ball",3,2,NA,NA,NA,0,6
"478","FF",88.6,11,"R","R","ball","B",NA,1,1,NA,592450,570482,0,3
"479","CH",91,5,"L","R","foul","S",NA,0,1,NA,NA,NA,1,2
"480","FF",91.7,9,"R","R","called_strike","S",NA,0,1,NA,NA,NA,1,2
"481","KC",80.9,14,"L","R","swinging_strike_blocked","S",NA,1,2,NA,NA,NA,0,5
"482","SL",84.3,9,"R","R","hit_into_play","X","ground_ball",0,0,NA,NA,NA,2,1
"483","SI",94.9,7,"R","L","ball","B",NA,2,0,NA,NA,602922,2,3
"484","FF",92.9,11,"L","R","ball","B",NA,3,0,NA,NA,668227,2,4
"485","FF",91.6,4,"R","L","foul","S",NA,0,0,570731,NA,408234,2,1
"486","FF",94.5,12,"R","R","ball","B",NA,0,0,NA,NA,NA,0,1
"487","SI",94.1,12,"R","R","ball","B",NA,0,1,NA,NA,NA,0,2
"488","SI",91.5,8,"R","R","called_strike","S",NA,0,0,NA,NA,664702,0,1
"489","SL",85.7,4,"R","R","hit_into_play","X","fly_ball",1,1,476704,656305,NA,1,3
"490","SI",89.2,2,"R","L","swinging_strike","S",NA,1,0,NA,NA,607461,0,2
"491","SI",85.5,9,"R","L","called_strike","S",NA,0,0,NA,NA,NA,0,1
"492","FC",87.2,13,"R","L","ball","B",NA,2,1,NA,NA,NA,2,4
"493","CH",91.3,14,"R","R","swinging_strike","S",NA,0,1,NA,NA,NA,0,2
"494","FS",86.8,13,"L","R","swinging_strike","S",NA,0,0,NA,592743,621439,2,1
"495","FF",94.7,12,"L","R","ball","B",NA,0,0,NA,NA,493329,1,1
"496","SI",88.9,8,"L","L","foul","S",NA,1,2,NA,NA,571578,2,5
"497","FF",93.8,11,"L","R","ball","B",NA,2,2,NA,624414,NA,0,5
"498","FF",94.3,12,"L","L","ball","B",NA,0,0,NA,543257,NA,2,1
"499","FF",91.7,13,"L","L","ball","B",NA,3,2,NA,NA,NA,2,6
"500","KC",82.6,14,"L","R","blocked_ball","B",NA,0,1,NA,NA,592567,2,2
"501","FF",93.2,12,"R","R","ball","B",NA,0,0,NA,NA,669242,1,1
"502","FC",84.3,12,"R","L","ball","B",NA,1,2,NA,NA,NA,0,4
"503","FF",96.1,6,"L","R","foul","S",NA,0,0,NA,NA,NA,0,1
"504","FF",92.1,12,"R","L","hit_into_play","X","ground_ball",0,0,NA,NA,NA,2,1
"505","SL",84.9,14,"R","R","ball","B",NA,1,1,NA,NA,NA,0,3
"506","CH",79.6,11,"L","R","ball","B",NA,0,0,NA,NA,NA,1,1
"507","FF",86.7,1,"L","L","called_strike","S",NA,0,1,NA,NA,NA,1,2
"508","FC",87,9,"L","R","ball","B",NA,2,2,NA,NA,NA,2,6
"509","FF",98.1,5,"L","L","hit_into_play","X","fly_ball",3,1,NA,NA,NA,2,5
"510","SL",86.4,14,"L","R","blocked_ball","B",NA,1,2,NA,NA,596142,2,5
"511","FF",93.1,11,"L","R","ball","B",NA,0,1,NA,NA,670764,2,2
"512","FF",96.5,3,"R","L","foul","S",NA,1,2,NA,NA,614177,2,7
"513","SL",78.7,7,"L","L","foul","S",NA,0,0,NA,NA,NA,1,1
"514","FF",91.9,5,"L","R","hit_into_play","X","ground_ball",1,1,NA,NA,NA,0,3
"515","FF",93.6,4,"R","L","hit_into_play","X","line_drive",0,1,NA,NA,NA,1,2
"516","SI",99,8,"L","L","called_strike","S",NA,2,2,NA,NA,NA,0,6
"517","CU",81.5,4,"R","R","foul","S",NA,0,1,NA,NA,NA,1,2
"518","FF",95.7,5,"L","L","swinging_strike","S",NA,3,2,NA,650490,664040,0,6
"519","SI",89.5,6,"R","R","called_strike","S",NA,0,1,NA,NA,641857,0,2
"520","CH",86.1,14,"R","R","ball","B",NA,1,1,NA,NA,600303,1,3
"521","SL",84.4,3,"R","L","swinging_strike","S",NA,3,2,NA,NA,NA,2,7
"522","CU",80.9,4,"R","R","foul","S",NA,0,0,NA,NA,NA,0,1
"523","FF",94,5,"R","R","called_strike","S",NA,0,0,NA,NA,NA,1,1
"524","FF",93.3,12,"R","R","ball","B",NA,1,0,NA,NA,NA,0,2
"525","SL",85.5,8,"R","R","foul","S",NA,1,0,NA,NA,607054,1,2
"526","CU",79.3,2,"L","R","called_strike","S",NA,0,0,593934,595909,680777,1,1
"527","SL",85.7,14,"R","L","swinging_strike","S",NA,0,0,NA,NA,542583,0,1
"528","FF",92.9,5,"L","R","hit_into_play","X","fly_ball",2,2,NA,NA,NA,0,6
"529","SI",97.2,13,"L","R","hit_into_play","X","ground_ball",1,1,NA,NA,NA,0,3
"530","SI",90.8,12,"L","L","hit_into_play","X","line_drive",0,0,456781,527038,457763,1,1
"531","FF",97.8,7,"R","R","ball","B",NA,0,1,NA,NA,NA,2,2
"532","CH",87.6,13,"L","R","foul","S",NA,1,2,NA,600524,570731,0,4
"533","SL",79.9,11,"L","R","ball","B",NA,1,0,NA,462101,NA,1,2
"534","CU",82.5,13,"R","L","foul","S",NA,0,0,NA,NA,646240,0,1
"535","FF",95.7,11,"L","R","ball","B",NA,0,1,NA,NA,NA,0,2
"536","CU",79.3,7,"R","L","hit_into_play","X","ground_ball",0,1,NA,641505,NA,2,2
"537","FF",95.2,11,"R","R","ball","B",NA,0,0,NA,NA,572041,0,1
"538","FF",93.6,7,"L","R","hit_into_play","X","ground_ball",0,0,NA,455139,642727,0,1
"539","SL",90.1,14,"R","R","foul","S",NA,0,1,NA,NA,624503,2,2
"540","FF",92.9,11,"L","R","ball","B",NA,0,1,608324,670541,621043,2,2
"541","FS",88.1,7,"L","R","swinging_strike","S",NA,1,1,NA,NA,NA,2,3
"542","FF",87.9,5,"L","R","called_strike","S",NA,0,0,NA,NA,641313,0,1
"543","SI",89.8,7,"R","R","hit_into_play","X","line_drive",0,0,542364,592626,NA,0,1
"544","SI",92.6,13,"R","R","ball","B",NA,0,0,NA,NA,543063,0,1
"545","SL",74.6,9,"R","L","foul","S",NA,1,1,NA,640461,NA,0,3
"546","FF",93.5,6,"R","R","called_strike","S",NA,0,1,NA,NA,NA,1,2
"547","FF",94.3,13,"R","L","ball","B",NA,3,2,NA,NA,NA,2,7
"548","CH",85.6,14,"R","L","foul","S",NA,1,0,608348,NA,605113,2,2
"549","SL",86.7,4,"R","L","foul","S",NA,3,2,NA,NA,605137,1,7
"550","FC",93.5,6,"L","R","hit_into_play","X","ground_ball",0,0,NA,NA,445055,1,1
"551","CH",86.7,8,"R","R","hit_into_play","X","line_drive",0,1,621493,501571,NA,2,2
"552","SL",88.4,13,"R","R","ball","B",NA,1,2,NA,NA,NA,2,4
"553","SL",83.4,8,"R","L","hit_into_play","X","line_drive",2,2,NA,NA,NA,0,5
"554","FC",89.1,3,"R","R","foul","S",NA,2,1,NA,NA,NA,0,4
"555","SL",86.3,8,"L","R","hit_into_play","X","line_drive",1,1,NA,553882,621002,0,3
"556","FF",95.6,12,"L","R","hit_by_pitch","B",NA,1,0,NA,NA,593160,2,2
"557","CU",77.7,5,"L","R","hit_into_play","X","fly_ball",3,2,NA,NA,NA,0,6
"558","FC",87.7,12,"R","R","ball","B",NA,0,1,NA,NA,543281,0,2
"559","CH",89.3,13,"R","R","called_strike","S",NA,3,1,NA,NA,NA,1,5
"560","KC",78.7,14,"R","R","ball","B",NA,2,2,621566,657656,476704,0,7
"561","SL",86.7,14,"R","R","swinging_strike","S",NA,1,1,NA,NA,NA,0,3
"562","SL",78.1,5,"R","L","hit_into_play","X","line_drive",0,1,NA,NA,NA,2,2
"563","CU",81.7,7,"L","R","swinging_strike","S",NA,0,1,NA,NA,NA,1,2
"564","FC",88.7,2,"L","R","hit_into_play","X","ground_ball",1,0,664056,NA,624641,0,2
"565","SI",91.2,8,"R","L","swinging_strike","S",NA,0,0,NA,NA,664058,2,1
"566","SL",82.8,6,"R","R","hit_into_play","X","fly_ball",2,2,NA,NA,NA,1,5
"567","FF",93.3,9,"L","R","foul","S",NA,0,1,NA,594777,NA,0,2
"568","SL",86.5,6,"R","R","foul","S",NA,2,2,NA,NA,502481,1,5
"569","FF",94.7,12,"R","L","ball","B",NA,1,2,NA,NA,446334,0,4
"570","CH",84.7,14,"R","L","ball","B",NA,0,0,NA,NA,NA,0,1
"571","SL",85.8,14,"L","L","swinging_strike","S",NA,2,2,NA,NA,664034,2,6
"572","FF",93.1,11,"R","R","ball","B",NA,0,1,571745,572122,NA,2,2
"573","FF",96.8,8,"L","R","called_strike","S",NA,0,1,NA,642708,NA,0,2
"574","SI",91.4,13,"R","R","foul","S",NA,0,0,425877,NA,NA,2,1
"575","SL",88.1,7,"L","R","hit_into_play","X","ground_ball",2,1,NA,NA,543281,1,4
"576","FF",94.1,11,"R","R","ball","B",NA,1,1,NA,NA,NA,0,3
"577","SI",89.8,12,"R","R","called_strike","S",NA,2,0,NA,NA,NA,1,3
"578","CH",79.8,14,"R","L","foul","S",NA,1,0,NA,NA,NA,0,2
"579","SL",88.2,13,"R","R","ball","B",NA,2,0,595777,672779,502054,2,3
"580","FF",93.8,12,"L","R","hit_into_play","X","ground_ball",0,1,NA,641470,NA,0,2
"581","CU",86.1,5,"R","R","hit_into_play","X","ground_ball",2,2,NA,NA,NA,2,5
"582","FF",90.7,3,"L","R","hit_into_play","X","line_drive",1,1,NA,NA,NA,2,3
"583","FF",95.5,3,"L","R","foul","S",NA,2,2,NA,608369,457759,1,5
"584","SI",86.8,14,"L","L","ball","B",NA,0,1,NA,NA,547379,2,2
"585","SL",86.2,9,"R","R","hit_into_play","X","line_drive",0,2,592444,592348,650489,2,3
"586","CH",85.5,7,"L","R","called_strike","S",NA,0,0,NA,NA,NA,2,1
"587","SI",92,11,"L","R","ball","B",NA,3,2,NA,628451,669256,1,6
"588","SL",85.1,14,"R","R","ball","B",NA,0,1,NA,NA,NA,0,2
"589","SL",87.2,14,"R","R","blocked_ball","B",NA,2,2,NA,607208,571970,2,5
"590","FF",95.8,11,"L","R","ball","B",NA,1,0,NA,NA,NA,1,2
"591","CH",83.7,14,"L","R","ball","B",NA,0,1,NA,NA,NA,1,2
"592","FC",87.4,14,"R","L","hit_into_play","X","ground_ball",3,2,NA,NA,NA,0,7
"593","SI",90.7,9,"R","R","foul","S",NA,2,1,NA,NA,NA,0,4
"594","SI",94.8,8,"R","L","hit_into_play","X","ground_ball",0,0,571657,NA,452678,1,1
"595","SL",86.8,14,"L","R","ball","B",NA,1,0,598265,NA,NA,1,2
"596","FC",91.2,5,"L","R","foul","S",NA,0,0,NA,606299,643446,2,1
"597","FS",84.2,14,"L","L","ball","B",NA,2,2,NA,NA,NA,0,6
"598","SL",87.7,14,"R","R","ball","B",NA,1,1,NA,NA,NA,0,3
"599","FF",97.7,14,"L","R","ball","B",NA,0,0,660294,668804,NA,2,1
"600","SL",87.5,5,"L","R","hit_into_play","X","fly_ball",2,2,NA,NA,NA,1,5
"601","FF",93.9,13,"L","R","hit_into_play","X","ground_ball",1,1,NA,NA,NA,0,3
"602","SL",84.6,9,"R","R","foul","S",NA,1,2,NA,501659,501303,2,4
"603","SI",90.7,4,"R","R","called_strike","S",NA,0,0,NA,NA,NA,1,1
"604","FF",94.4,1,"R","L","called_strike","S",NA,0,1,NA,NA,NA,0,2
"605","FF",92.9,2,"R","R","foul","S",NA,1,1,656577,NA,NA,2,3
"606","FF",91.7,2,"L","L","called_strike","S",NA,2,2,NA,NA,592206,2,5
"607","FC",92.8,5,"R","R","swinging_strike","S",NA,0,0,NA,NA,NA,0,1
"608","SI",93.4,13,"R","R","hit_into_play","X","ground_ball",1,0,NA,NA,570482,1,2
"609","FF",95.1,4,"L","R","foul","S",NA,3,2,NA,NA,457705,1,6
"610","FF",88.2,3,"L","R","hit_into_play","X","line_drive",0,1,NA,NA,NA,0,2
"611","FF",92.1,13,"R","R","ball","B",NA,0,0,NA,NA,664056,0,1
"612","SI",86.1,9,"R","L","foul","S",NA,3,1,NA,NA,NA,0,5
"613","FF",96.8,1,"R","R","hit_into_play","X","popup",3,1,NA,NA,NA,0,5
"614","SI",98.5,1,"R","R","foul","S",NA,0,1,NA,543939,NA,0,2
"615","CH",83.4,7,"R","L","hit_into_play","X","ground_ball",2,0,NA,NA,NA,1,3
"616","FF",93.1,12,"R","L","ball","B",NA,1,2,NA,NA,668227,1,5
"617","FF",96.1,11,"R","R","foul","S",NA,1,2,NA,NA,NA,2,4
"618","SL",83.5,9,"R","R","swinging_strike","S",NA,1,2,543063,621453,NA,1,4
"619","FF",94.6,9,"L","R","hit_into_play","X","fly_ball",0,0,NA,NA,NA,0,1
"620","FF",92.6,5,"L","L","hit_into_play","X","fly_ball",2,2,NA,NA,NA,2,7
"621","SI",93.4,6,"L","R","foul","S",NA,1,1,NA,NA,NA,0,3
"622","SL",82.6,13,"R","L","ball","B",NA,0,2,NA,NA,NA,0,4
"623","SI",101.1,13,"L","L","blocked_ball","B",NA,3,2,596019,624413,NA,1,6
"624","SI",90,11,"R","R","ball","B",NA,2,1,NA,571970,457759,2,4
"625","FF",92.2,11,"R","R","ball","B",NA,1,2,NA,NA,NA,2,4
"626","SL",84.4,6,"L","R","hit_into_play","X","line_drive",0,1,NA,NA,571771,0,2
"627","FF",95,11,"L","R","ball","B",NA,1,1,543281,NA,516782,1,3
"628","SI",92.9,5,"R","R","called_strike","S",NA,0,0,NA,NA,NA,1,1
"629","SI",91.2,12,"R","L","ball","B",NA,0,0,NA,NA,664238,1,1
"630","SI",89.6,13,"L","R","called_strike","S",NA,3,0,NA,493329,NA,2,4
"631","FF",95.9,6,"L","R","swinging_strike","S",NA,0,1,NA,NA,NA,1,2
"632","KC",78.7,14,"L","R","blocked_ball","B",NA,2,2,NA,NA,452678,1,6
"633","FF",95.4,11,"L","R","ball","B",NA,0,0,NA,NA,628451,0,1
