"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length"
793,668715,"Steer, Spencer",793,100,0.224,0.149,0.254,0.373,0.319,0.335,0.24,36,161,88.2,17,2214,89.4,89.73,66,343,450,0.29999999999999716,6.51,108,150,121,146,298,321,289,"-9.9","9.9",69.78331747385423,"7.363375288"
789,673490,"Kim, Ha-Seong",791,99.7,0.2,0.144,0.22,0.344,0.291,0.314,0.241,32,160,86.5,16.7,2234,89.3,89.57,53,295,494,0.29999999999999716,6.51,109,151,115,147,298,321,291,"2.6","-2.6",66.60378009747515,"6.695443448"
788,661388,"Contreras, William",788,100,0.35,0.203,0.41,0.554,0.425,0.388,0.299,62,177,94.3,7.1,2301,89.4,89.64,109,359,429,0.19999999999998863,6.53,108,151,121,148,306,322,290,"-22","22",72.51276444084628,"7.226266461"
787,665862,"Chisholm Jr., Jazz",789,99.7,0.251,0.175,0.311,0.427,0.331,0.321,0.238,43,171,89.9,10.7,2199,88.7,88.86,95,367,420,0.20000000000000284,6.45,116,146,111,151,295,322,300,"-6.4","6.4",69.61512928818453,"7.326025693"
784,665489,"Guerrero Jr., Vladimir",784,100,0.28,0.113,0.341,0.393,0.345,0.38,0.295,47,168,94.7,6.7,2269,90,90.14,86,357,426,0.09999999999999432,6.48,109,151,124,147,304,326,292,"-1.6","1.6",74.02683255942321,"7.685740662"
781,664023,"Happ, Ian",782,99.9,0.208,0.097,0.297,0.305,0.294,0.302,0.21,32,154,89.7,9.4,2205,89.8,90.01,103,362,419,0.20000000000000284,6.47,117,147,118,150,294,322,299,"0.4","-0.4",70.54156903319415,"6.894437727"
773,656305,"Chapman, Matt",773,100,0.236,0.152,0.296,0.388,0.299,0.314,0.257,42,178,92.1,15.4,2277,89.1,89.34,89,362,411,0.20000000000000284,6.45,107,151,122,147,301,324,296,"-1.1","1.1",74.24125807375972,"7.265604325"
772,643565,"Tauchman, Mike",772,100,0.257,0.15,0.317,0.407,0.352,0.333,0.238,36,140,87.8,15.8,2240,90.5,90.51,86,361,411,0,6.45,118,147,115,150,289,319,301,"-4.4","4.4",66.88824812947321,"6.866788255"
769,677594,"Rodríguez, Julio",769,100,0.269,0.06,0.379,0.33,0.293,0.318,0.274,49,182,92.6,9.5,2235,88.8,88.71,129,415,354,-0.09999999999999432,6.49,106,151,120,146,304,323,291,"2","-2",73.89352869151021,"7.776754157"
767,680977,"Donovan, Brendan",768,99.9,0.228,0.146,0.243,0.374,0.306,0.329,0.26,39,171,88.3,13.7,2210,88.9,89.24,44,304,462,0.29999999999999716,6.55,116,146,105,150,292,320,302,"0.5","-0.5",67.46492067887601,"6.752574232"
766,593428,"Bogaerts, Xander",766,100,0.221,0.099,0.259,0.32,0.265,0.308,0.268,40,181,86,13.1,2215,89.1,89.19,67,325,441,0.10000000000000853,6.45,110,151,123,148,302,323,292,"4.4","-4.4",69.01390165588634,"7.242251293"
765,596019,"Lindor, Francisco",765,100,0.19,0.162,0.189,0.352,0.276,0.341,0.265,34,179,89.2,17.7,2266,88.7,88.81,83,367,398,0.09999999999999432,6.51,115,146,116,150,291,323,302,"6.6","-6.6",70.05388106544052,"7.374923387"
765,642715,"Adames, Willy",765,100,0.244,0.182,0.275,0.426,0.331,0.348,0.26,43,176,89.2,20.1,2327,89.7,90,96,356,409,0.29999999999999716,6.52,106,150,119,145,304,321,291,"-5.4","5.4",72.39213931387972,"8.068904663"
759,595777,"Profar, Jurickson",762,99.6,0.312,0.188,0.336,0.5,0.397,0.371,0.301,48,154,90.1,12,2193,88.6,88.78,66,347,412,0.20000000000000284,6.46,113,147,115,150,294,322,297,"-17.7","17.7",68.96573660341129,"7.162613284"
757,679529,"Torkelson, Spencer",757,100,0.226,0.119,0.288,0.345,0.286,0.256,0.194,38,168,89,20.9,2282,88.5,88.19,88,343,414,-0.29999999999999716,6.47,107,151,121,146,299,325,293,"3.1","-3.1",72.3911819131454,"7.325296519"
757,682829,"De La Cruz, Elly",759,99.7,0.261,0.23,0.355,0.491,0.374,0.357,0.257,42,161,93,8.7,2162,88.5,88.62,112,321,436,0.09999999999999432,6.43,113,148,115,149,295,324,297,"-9","9",73.15025209800642,"7.203752146"
756,672580,"Garcia, Maikel",758,99.7,0.239,0.147,0.273,0.386,0.296,0.323,0.269,44,184,91.2,9.3,2272,89.5,89.95,63,323,433,0.4000000000000057,6.53,108,152,113,148,310,323,293,"-2.7","2.7",69.67279282356887,"7.308275037"
754,514888,"Altuve, Jose",758,99.5,0.3,0.172,0.338,0.472,0.367,0.339,0.273,54,180,87.4,16.7,2221,88.6,88.82,68,373,381,0.20000000000000284,6.51,109,152,111,147,290,326,291,"-1","1",66.41651263403726,"7.787898225"
753,630105,"Cronenworth, Jake",754,99.9,0.271,0.199,0.295,0.47,0.353,0.366,0.288,45,166,90.3,12.4,2210,90.1,90.32,62,356,397,0.20000000000000284,6.49,116,146,116,150,284,321,305,"-7.8","7.8",67.08118048058564,"6.93177982"
751,571448,"Arenado, Nolan",751,100,0.275,0.105,0.314,0.38,0.317,0.305,0.262,47,171,85.9,17,2240,89.3,89.7,68,327,424,0.4000000000000057,6.56,107,151,123,147,304,324,295,"-2.9","2.9",67.23255933723883,"8.126856406"
749,660670,"Acuña Jr., Ronald",749,100,0.247,0.095,0.33,0.342,0.322,0.353,0.266,39,158,92.4,9.4,2242,90.1,90.24,106,357,392,0.10000000000000853,6.55,110,152,123,147,307,326,294,"-2.8","2.8",74.40316076881099,"7.527554463"
746,593871,"Polanco, Jorge",747,99.9,0.186,0.117,0.253,0.303,0.274,0.285,0.196,27,145,86.9,18.5,2180,88.4,88.44,92,318,428,0,6.43,113,147,115,150,295,322,291,"2.1","-2.1",67.47554764133064,"7.124656566"
745,624413,"Alonso, Pete",745,100,0.23,0.224,0.234,0.454,0.33,0.34,0.255,40,174,88.1,14.8,2277,89.4,89.6,77,346,399,0.19999999999998863,6.52,107,151,122,146,303,325,293,"-2.5","2.5",73.23707467657262,"7.267477305"
739,678662,"Tovar, Ezequiel",742,99.6,0.282,0.166,0.387,0.448,0.335,0.275,0.228,51,181,88.4,20.7,2242,88.6,88.94,163,461,278,0.30000000000001137,6.37,105,150,110,147,305,324,286,"-2.8","2.8",69.09483170310408,"7.558551579"
739,668939,"Rutschman, Adley",739,100,0.309,0.191,0.338,0.5,0.366,0.357,0.302,55,178,89.9,17.7,2182,89.1,89.11,71,349,390,0,6.45,114,147,125,149,300,325,297,"-8.2","8.2",67.66644715887023,"6.94001926"
738,665487,"Tatis Jr., Fernando",738,100,0.257,0.179,0.297,0.436,0.349,0.389,0.295,46,179,91.1,9.3,2211,89.3,89.51,95,363,375,0.20000000000000284,6.47,108,151,123,146,303,327,297,"-7.4","7.4",71.78514542331685,"7.215521507"
735,686469,"Pasquantino, Vinnie",735,100,0.231,0.173,0.235,0.404,0.313,0.365,0.276,36,156,91.8,13.1,2197,89.2,89.48,46,329,405,0.29999999999999716,6.43,116,144,125,149,297,325,305,"0.8","-0.8",70.20390494555639,"7.338708768"
735,621493,"Ward, Taylor",735,100,0.275,0.219,0.3,0.494,0.352,0.393,0.296,49,178,91.1,15.4,2309,89.4,89.58,68,339,396,0.19999999999998863,6.49,107,151,120,145,308,324,295,"-5.2","5.2",67.37352835160551,"6.851482787"
734,553993,"Suárez, Eugenio",734,100,0.211,0.108,0.278,0.319,0.27,0.282,0.227,35,166,87.3,16.7,2278,89.4,89.6,102,333,401,0.19999999999998863,6.49,108,152,123,146,303,327,297,"2.8","-2.8",68.71530428639699,"7.647553915"
733,621566,"Olson, Matt",733,100,0.227,0.173,0.287,0.4,0.323,0.376,0.268,34,150,94.4,16.8,2224,89.7,89.94,97,348,385,0.20000000000000284,6.53,116,146,128,151,300,326,301,"-0.9","0.9",72.75440375149299,"7.383746421"
732,543760,"Semien, Marcus",732,100,0.27,0.195,0.276,0.465,0.343,0.353,0.296,54,200,87.8,16,2269,88.3,88.36,73,375,357,0.10000000000000853,6.4,108,152,121,146,306,328,294,"-10.7","10.7",65.96667772790552,"7.523308954"
730,683002,"Henderson, Gunnar",730,100,0.265,0.318,0.279,0.582,0.395,0.38,0.276,45,170,94.1,10.8,2235,89.2,89.29,87,333,397,0.09999999999999432,6.41,119,146,123,151,298,326,301,"-8.5","8.5",74.30746559303448,"7.177977119"
727,606466,"Marte, Ketel",727,100,0.287,0.238,0.319,0.525,0.364,0.355,0.28,52,181,93.3,6.4,2177,89.6,89.72,89,384,343,0.10000000000000853,6.43,116,148,115,149,296,326,301,"-9","9",71.41849822190912,"7.552470065"
726,592192,"Canha, Mark",726,100,0.247,0.178,0.291,0.425,0.353,0.322,0.234,36,146,89.5,11.6,2323,88.7,87.9,62,282,444,-0.7999999999999972,6.43,107,152,120,147,298,324,287,"-5","5",66.14199273469731,"7.074221631"
724,665926,"Giménez, Andrés",727,99.6,0.274,0.095,0.306,0.369,0.313,0.315,0.274,46,168,85.2,9.5,2230,88.4,87.71,94,404,320,-0.7000000000000028,6.39,111,144,105,149,284,319,298,"-4.9","4.9",65.51726135077676,"6.772140982"
721,571745,"Haniger, Mitch",721,100,0.216,0.15,0.267,0.366,0.29,0.316,0.239,33,153,89.9,14,2237,88.1,88.32,85,298,423,0.20000000000000284,6.46,107,152,120,146,301,323,290,"2.9","-2.9",70.3659597758276,"6.91337456"
720,519203,"Rizzo, Anthony",720,100,0.25,0.148,0.28,0.398,0.319,0.305,0.247,44,176,86.4,17.6,2246,88.6,88.81,73,362,358,0.20000000000000284,6.5,115,146,121,152,294,322,295,"-5.3","5.3",66.89923675763052,"6.765123732"
717,683737,"Busch, Michael",718,99.9,0.245,0.217,0.346,0.462,0.344,0.332,0.219,35,143,88.1,18.6,2295,89.5,89.72,107,331,386,0.20000000000000284,6.43,116,146,119,151,293,323,301,"-0.4","0.4",67.49585195434767,"7.197581844"
717,682998,"Carroll, Corbin",717,100,0.189,0.071,0.222,0.26,0.251,0.305,0.241,32,169,86.7,11.5,2225,90,90.19,63,326,391,0.20000000000000284,6.42,115,145,108,151,295,326,304,"2.8","-2.8",72.60946541938699,"6.963044291"
717,666971,"Gurriel Jr., Lourdes",717,100,0.23,0.138,0.263,0.368,0.288,0.299,0.246,40,174,89,16.1,2270,89.4,89.66,75,361,356,0.29999999999999716,6.43,109,150,123,148,306,326,295,"1.8","-1.8",68.39170470906313,"7.323957953"
717,657077,"Verdugo, Alex",718,99.9,0.239,0.155,0.239,0.394,0.315,0.328,0.268,37,155,86.9,8.3,2207,88.3,88.45,38,300,417,0.20000000000000284,6.45,113,145,116,150,287,320,298,"0.1","-0.1",66.18850199514345,"6.291266151"
716,666624,"Morel, Christopher",716,100,0.217,0.199,0.225,0.416,0.313,0.376,0.278,36,166,90.6,15.1,2273,89.4,89.68,99,345,371,0.29999999999999716,6.5,108,152,122,146,300,325,294,"-1.5","1.5",75.51029931609116,"7.953594814"
716,663697,"India, Jonathan",716,100,0.224,0.077,0.273,0.301,0.293,0.33,0.269,32,143,86.3,8.3,2205,89,89.29,39,248,468,0.29999999999999716,6.51,109,151,120,146,298,320,289,"-0.1","0.1",68.62434705485322,"6.884781458"
715,605137,"Bell, Josh",715,100,0.229,0.137,0.258,0.366,0.306,0.305,0.229,40,175,89.5,11.3,2164,88.9,88.9,97,347,368,0,6.41,113,148,125,149,298,323,297,"-6","6",69.86799299122885,"7.800938333"
714,650333,"Arraez, Luis",715,99.9,0.306,0.066,0.329,0.372,0.325,0.329,0.308,56,183,86.1,9.7,2227,89.2,89.01,31,343,371,-0.20000000000000284,6.42,118,148,106,151,281,316,300,"-1.2","1.2",60.59880536891414,"5.786705447"
714,608385,"Winker, Jesse",714,100,0.224,0.14,0.277,0.364,0.319,0.334,0.251,32,143,89.1,13.1,2222,89.3,89.69,73,300,414,0.4000000000000057,6.5,120,147,121,151,286,316,298,"-2.7","2.7",67.26824480092057,"7.113370154"
712,547180,"Harper, Bryce",712,100,0.263,0.237,0.292,0.5,0.372,0.36,0.257,41,156,90.6,13.5,2206,88.4,88.64,105,353,359,0.19999999999998863,6.49,115,145,125,150,294,326,300,"-9","9",71.5336013395076,"7.312295428"
709,647351,"Toro, Abraham",709,100,0.298,0.149,0.346,0.447,0.353,0.335,0.276,48,161,88.3,12.7,2232,88.3,88.38,60,318,391,0.10000000000000853,6.38,114,148,116,150,291,318,293,"-7.6","7.6",67.8953138980713,"7.49217"
708,668709,"Bleday, JJ",710,99.7,0.242,0.18,0.286,0.422,0.323,0.308,0.236,39,161,87.9,19.1,2274,88.6,88.75,90,307,401,0.10000000000000853,6.43,114,145,113,151,292,321,297,"2.4","-2.4",70.4281073411642,"7.258247857"
705,666181,"Benson, Will",705,100,0.193,0.2,0.295,0.393,0.301,0.292,0.204,29,150,88.9,13.5,2225,89,89.3,120,332,373,0.29999999999999716,6.49,118,146,118,151,291,323,297,"5.8","-5.8",70.24388580406863,"7.747981471"
704,683734,"Vaughn, Andrew",704,100,0.209,0.11,0.263,0.319,0.263,0.302,0.237,34,163,90.6,18.4,2266,88,88.11,85,336,368,0.09999999999999432,6.59,107,150,122,146,304,323,288,"6.8","-6.8",69.43674088276289,"7.423416771"
704,571970,"Muncy, Max",704,100,0.223,0.252,0.259,0.475,0.341,0.334,0.227,31,139,90,28.3,2225,88.6,88.68,94,292,412,0.10000000000000853,6.37,116,144,122,151,298,323,301,"1.2","-1.2",69.79386167415629,"7.139835126"
704,592206,"Castellanos, Nick",704,100,0.194,0.097,0.236,0.291,0.253,0.286,0.224,34,175,87.3,16.4,2272,88.1,88.21,141,409,295,0.10000000000000853,6.43,107,150,121,145,300,323,288,"9","-9",68.87716468964925,"7.49789906"
703,665833,"Cruz, Oneil",703,100,0.253,0.175,0.347,0.428,0.316,0.307,0.247,42,166,94.8,8.6,2163,88.6,88.66,107,331,372,0.10000000000000853,6.44,118,146,122,151,296,323,303,"5.9","-5.9",75.5259511084265,"7.6238676"
701,656555,"Hoskins, Rhys",701,100,0.233,0.241,0.239,0.474,0.358,0.373,0.241,31,133,88.8,19,2361,89.9,90.28,66,272,429,0.3999999999999915,6.54,107,151,120,145,306,323,293,"-4.2","4.2",69.5404186297692,"8.000481842"
699,542303,"Ozuna, Marcell",699,100,0.325,0.285,0.366,0.609,0.433,0.454,0.332,49,151,93.2,15.8,2223,88.9,89.16,109,343,356,0.29999999999999716,6.55,109,152,123,147,305,326,296,"-21.9","21.9",73.08688581977194,"7.305974116"
695,682928,"Abrams, CJ",696,99.9,0.271,0.223,0.302,0.494,0.354,0.374,0.31,45,166,89.1,13.9,2227,88.8,89.17,86,379,316,0.4000000000000057,6.49,117,146,110,151,286,317,298,"-7.7","7.7",70.34581983533678,"7.389690242"
695,670541,"Alvarez, Yordan",696,99.9,0.249,0.173,0.265,0.422,0.324,0.374,0.277,43,173,92.8,17.9,2231,89.3,89.3,67,328,367,0,6.44,120,146,131,152,293,332,300,"1.9","-1.9",74.62097706755338,"7.522748365"
691,608324,"Bregman, Alex",691,100,0.223,0.127,0.236,0.349,0.283,0.282,0.225,37,166,86.9,21.5,2234,88.6,88.02,36,307,384,-0.5999999999999943,6.48,108,151,119,146,295,325,290,"0.7","-0.7",69.07264154852734,"6.943534895"
689,623993,"Santander, Anthony",689,100,0.21,0.217,0.215,0.427,0.315,0.295,0.214,33,157,87.3,23.7,2242,89.8,89.9,70,368,321,0.10000000000000853,6.37,114,147,125,149,299,325,297,"-3.5","3.5",71.52361692728795,"7.207300189"
687,669257,"Smith, Will",687,100,0.307,0.157,0.344,0.464,0.361,0.368,0.288,47,153,90.6,16.5,2214,89.7,89.9,64,335,352,0.20000000000000284,6.42,108,151,122,146,305,320,291,"-7","7",66.36019921929736,"7.18539247"
686,669707,"Triolo, Jared",686,100,0.204,0.054,0.269,0.259,0.257,0.294,0.233,30,147,87.2,8.8,2216,88.4,88.64,90,329,357,0.19999999999998863,6.46,106,151,119,147,304,319,287,"5.2","-5.2",69.49130196305498,"7.87926554"
683,664761,"Bohm, Alec",683,100,0.329,0.185,0.376,0.514,0.395,0.361,0.299,57,173,91,11.1,2262,89.4,89.67,48,318,364,0.29999999999999716,6.53,107,150,121,148,302,321,286,"-20.8","20.8",71.18225431309227,"7.264346667"
683,666969,"García, Adolis",683,100,0.251,0.24,0.287,0.491,0.337,0.325,0.237,44,175,92.2,17.2,2246,89.1,89.16,112,372,311,0.10000000000000853,6.36,106,151,122,146,311,332,298,"-3.3","3.3",70.80091573616603,"7.888483301"
680,467793,"Santana, Carlos",680,100,0.204,0.171,0.212,0.375,0.283,0.309,0.241,31,152,90.5,14.2,2222,88.3,88.56,80,306,374,0.29999999999999716,6.49,113,146,126,150,295,325,296,"5.1","-5.1",69.14444410172736,"7.450327425"
679,516782,"Marte, Starling",683,99.4,0.259,0.114,0.32,0.373,0.303,0.335,0.288,43,166,90.7,5.3,2270,88.6,88.81,99,341,338,0.20000000000000284,6.54,106,151,112,146,301,323,290,"-0.5","0.5",70.59822849069707,"7.199857034"
668,681082,"Stott, Bryson",669,99.9,0.275,0.183,0.29,0.458,0.371,0.354,0.264,36,131,87,13.9,2241,89.3,89.5,49,267,401,0.20000000000000284,6.45,113,145,108,150,285,319,299,"-11.3","11.3",65.11230167784197,"6.920100086"
665,665161,"Peña, Jeremy",665,100,0.324,0.136,0.356,0.46,0.362,0.348,0.315,57,176,89.6,11.9,2225,88.6,88.68,84,355,310,0.10000000000000853,6.44,108,150,113,145,296,325,288,"-1.7","1.7",71.37453424367263,"7.565422102"
658,673237,"Diaz, Yainer",658,100,0.259,0.114,0.288,0.373,0.294,0.303,0.265,43,166,90.8,7.8,2232,87.9,87.88,81,380,278,0,6.47,109,151,120,146,297,326,289,"-1.2","1.2",70.67346658767191,"7.476451959"
657,663624,"Mountcastle, Ryan",657,100,0.265,0.2,0.31,0.465,0.333,0.337,0.262,41,155,91.1,12.8,2332,89.3,89.21,83,356,301,-0.09999999999999432,6.4,109,151,121,147,308,325,291,"-1.8","1.8",73.84699618646188,"7.476150842"
656,666397,"Julien, Edouard",656,100,0.216,0.194,0.295,0.41,0.326,0.307,0.196,30,139,90.1,13.5,2285,88.3,88.51,79,244,412,0.20000000000000284,6.46,116,146,116,151,291,327,303,"-1.2","1.2",69.68436982406503,"7.012001765"
656,650489,"Castro, Willi",658,99.7,0.263,0.164,0.349,0.428,0.33,0.324,0.266,40,152,86.9,10.5,2221,88.7,88.98,90,336,320,0.29999999999999716,6.51,112,146,108,150,291,323,295,"-2.4","2.4",68.6239880472227,"6.979893841"
656,669016,"Marsh, Brandon",656,100,0.244,0.178,0.31,0.422,0.318,0.345,0.265,33,135,92.6,11.6,2246,89.1,89.32,69,270,386,0.20000000000000284,6.47,116,147,112,151,289,321,299,"-3.4","3.4",70.24938151013272,"7.071940345"
654,592518,"Machado, Manny",655,99.8,0.218,0.121,0.263,0.339,0.273,0.321,0.262,36,165,92.2,10,2199,90,90.27,87,327,327,0.29999999999999716,6.55,108,151,123,147,301,326,297,"7.7","-7.7",72.68548084381204,"7.560278588"
654,457759,"Turner, Justin",654,100,0.231,0.149,0.252,0.381,0.302,0.335,0.27,31,134,88.1,19.5,2292,90.5,90.5,57,310,344,0,6.5,107,152,122,147,300,323,285,"6","-6",63.69508099419356,"6.306615847"
653,457705,"McCutchen, Andrew",653,100,0.208,0.162,0.25,0.369,0.307,0.365,0.246,27,130,89.6,12.3,2168,88.8,89.02,81,276,377,0.20000000000000284,6.48,108,150,120,145,304,321,289,"3.6","-3.6",71.67904945331892,"7.605512405"
650,608841,"Meneses, Joey",650,100,0.219,0.045,0.273,0.265,0.252,0.293,0.236,34,155,88.4,7.9,2266,89,89.39,69,326,324,0.4000000000000057,6.54,109,150,121,147,298,317,288,"3.5","-3.5",69.82491041229791,"6.979122355"
649,694384,"Schanuel, Nolan",652,99.5,0.221,0.103,0.246,0.324,0.283,0.304,0.248,32,145,86.1,6.3,2292,89.4,89.61,38,258,391,0.19999999999998863,6.53,118,147,117,151,290,318,300,"1.7","-1.7",64.6496749360428,"6.654718398"
647,663728,"Raleigh, Cal",647,100,0.227,0.241,0.278,0.468,0.337,0.334,0.222,32,141,94.3,19.6,2152,88.2,88.39,106,325,322,0.20000000000000284,6.45,113,147,125,150,298,324,293,"-4.4","4.4",72.86148794274126,"7.663840152"
646,519317,"Stanton, Giancarlo",646,100,0.258,0.272,0.322,0.53,0.363,0.346,0.253,39,151,93.5,8.7,2305,88.5,88.6,103,309,337,0.09999999999999432,6.52,108,152,124,146,307,328,293,"-7.8","7.8",79.72183153293392,"8.26412756"
645,543807,"Springer, George",645,100,0.197,0.089,0.224,0.287,0.255,0.307,0.254,31,157,87.2,9.5,2302,89.3,89.5,73,320,325,0.20000000000000284,6.47,108,151,121,146,299,324,288,"10.5","-10.5",69.29232309321947,"7.253580361"
641,663538,"Hoerner, Nico",641,100,0.269,0.122,0.288,0.391,0.337,0.336,0.279,42,156,87.4,13,2272,89.5,89.79,43,297,344,0.29999999999999716,6.49,107,150,113,147,297,316,289,"-1","1",67.65266941248473,"7.158229835"
640,686668,"Doyle, Brenton",644,99.4,0.275,0.175,0.379,0.45,0.344,0.317,0.248,44,160,88.7,10.2,2308,89.1,89.42,103,320,320,0.30000000000001137,6.4,105,151,108,147,306,325,288,"-1.8","1.8",69.68135207165301,"7.242568392"
636,608369,"Seager, Corey",636,100,0.244,0.107,0.271,0.351,0.301,0.378,0.283,41,168,89.5,12.1,2264,88.2,88.23,76,333,303,0,6.38,117,146,132,151,302,331,304,"-6","6",70.18563085593134,"6.580912491"
635,664034,"France, Ty",635,100,0.237,0.125,0.288,0.362,0.289,0.306,0.249,36,152,89.1,11.8,2266,89.2,89.44,71,313,322,0.20000000000000284,6.45,106,151,121,147,300,321,286,"1.8","-1.8",68.65535130697221,"7.379246198"
635,662139,"Varsho, Daulton",638,99.5,0.216,0.224,0.242,0.44,0.331,0.285,0.194,29,134,86.1,26.9,2243,88.8,88.94,63,284,351,0.10000000000000853,6.49,112,145,107,152,290,321,295,"-3.3","3.3",71.35388082731842,"7.613042181"
631,592663,"Realmuto, J.T.",631,100,0.275,0.15,0.339,0.425,0.328,0.339,0.271,42,153,89.8,11.6,2285,89.2,89.5,85,321,310,0.29999999999999716,6.51,107,151,120,147,300,323,288,"1.3","-1.3",72.33916369248097,"7.547323956"
630,676059,"Westburg, Jordan",631,99.8,0.296,0.237,0.339,0.533,0.381,0.378,0.311,45,152,92.5,14.1,2295,88.8,88.92,102,321,309,0.10000000000000853,6.42,109,151,119,147,309,325,290,"-16.4","16.4",68.34665025740969,"6.716830873"
630,642731,"Estrada, Thairo",630,100,0.256,0.186,0.276,0.442,0.311,0.275,0.232,44,172,87.2,8.2,2250,88.4,88.75,58,316,314,0.29999999999999716,6.5,108,151,111,146,296,320,288,"3.3","-3.3",69.15758905659435,"7.124435078"
629,668930,"Turang, Brice",636,98.9,0.303,0.12,0.35,0.423,0.347,0.306,0.267,43,142,88.9,7.1,2273,89.8,90.14,37,284,345,0.29999999999999716,6.54,113,146,99,150,287,315,297,"-3.3","3.3",63.60590424413159,"5.834282402"
627,687263,"Neto, Zach",628,99.8,0.255,0.159,0.333,0.414,0.314,0.306,0.235,40,157,88.4,12.6,2312,88.5,88.71,98,340,287,0.20000000000000284,6.54,107,151,113,145,304,321,292,"-0.3","0.3",68.23218458515962,"7.109840519"
627,641933,"O'Neill, Tyler",627,100,0.254,0.277,0.319,0.531,0.381,0.359,0.229,33,130,91.8,19.8,2226,88.3,88.6,83,259,368,0.29999999999999716,6.47,105,151,121,145,295,321,297,"-0.6","0.6",73.72518065153557,"7.458957431"
624,606115,"Arcia, Orlando",624,100,0.243,0.158,0.266,0.401,0.29,0.254,0.218,37,152,88.5,8,2266,89.1,89.33,75,331,293,0.20000000000000284,6.49,107,151,121,147,303,323,292,"5.7","-5.7",69.42309535457149,"7.825074864"
624,641598,"Garver, Mitch",624,100,0.171,0.163,0.224,0.333,0.278,0.271,0.172,22,129,89,15,2302,87.8,87.82,83,253,371,0,6.5,109,152,120,146,300,323,292,"5.3","-5.3",69.36043660460719,"7.328475279"
622,663898,"Rodgers, Brendan",622,100,0.268,0.081,0.358,0.349,0.297,0.297,0.254,40,149,89.4,5.4,2262,88.9,89.28,74,300,322,0.3999999999999915,6.39,108,148,118,146,307,324,286,"2.4","-2.4",69.08073182402887,"6.93139197"
621,669357,"Gorman, Nolan",621,100,0.201,0.194,0.273,0.396,0.302,0.329,0.231,28,139,86.2,18.6,2216,89.4,89.75,126,311,310,0.3999999999999915,6.53,114,146,120,152,294,323,304,"5.6","-5.6",70.60095244914119,"7.441833276"
619,686217,"Frelick, Sal",621,99.7,0.236,0.095,0.3,0.331,0.297,0.272,0.221,35,148,85.5,5.6,2344,89.6,89.88,40,243,376,0.30000000000001137,6.48,114,146,103,151,287,315,296,"-1.7","1.7",65.98183339645506,"6.879880381"
618,669701,"Smith, Josh",619,99.8,0.272,0.147,0.343,0.419,0.352,0.316,0.247,37,136,86.5,14.7,2249,88.5,88.53,60,289,329,0,6.4,117,147,111,151,291,325,300,"-10","10",67.2856975383236,"6.669031654"
618,647304,"Naylor, Josh",618,100,0.256,0.275,0.23,0.531,0.367,0.381,0.297,41,160,91.2,13.4,2218,88.5,88.71,70,330,288,0.20000000000000284,6.44,114,146,123,151,290,322,301,"-4.2","4.2",70.89800711867878,"7.603872797"
617,646240,"Devers, Rafael",617,100,0.284,0.254,0.337,0.537,0.396,0.379,0.269,38,134,93.2,9.1,2248,89.6,89.89,84,314,303,0.30000000000001137,6.52,114,146,127,151,286,322,305,"-6.3","6.3",71.29154832440005,"7.343616047"
615,643217,"Benintendi, Andrew",617,99.7,0.192,0.09,0.221,0.282,0.224,0.297,0.259,30,156,88.1,17,2256,88.4,87.85,60,303,312,-0.5,6.57,113,145,109,151,283,318,297,"12.5","-12.5",65.37248029293805,"6.460234884"
614,521692,"Perez, Salvador",614,100,0.333,0.216,0.365,0.549,0.408,0.412,0.31,54,162,92.4,19.7,2270,88.1,88.41,84,359,255,0.30000000000001137,6.49,109,151,122,146,308,327,299,"-19","19",72.30092117842852,"8.033946352"
613,663586,"Riley, Austin",613,100,0.245,0.143,0.314,0.388,0.316,0.337,0.248,36,147,91.3,15.9,2288,90.1,90.47,88,306,307,0.4000000000000057,6.55,108,150,123,146,305,325,295,"0.7","-0.7",72.75012679563021,"7.384454858"
611,678882,"Rafaela, Ceddanne",614,99.5,0.199,0.159,0.239,0.358,0.255,0.264,0.217,30,151,85.2,17.2,2252,88.5,88.72,109,356,255,0.20000000000000284,6.53,104,150,109,145,293,317,291,"5.9","-5.9",67.53941308951082,"7.18811711"
609,600869,"Candelario, Jeimer",609,100,0.226,0.171,0.29,0.397,0.302,0.278,0.217,33,146,87.5,17,2233,87.8,88.02,89,306,303,0.20000000000000284,6.44,113,148,122,150,291,321,294,"2.1","-2.1",66.27282479112745,"7.719516432"
606,666182,"Bichette, Bo",606,100,0.217,0.089,0.246,0.306,0.265,0.295,0.244,34,157,90.1,6.9,2318,89.4,89.5,63,350,256,0.09999999999999432,6.49,108,150,122,148,303,322,284,"3.4","-3.4",68.45345990759402,"7.105313633"
605,664774,"Wade Jr., LaMonte",605,100,0.315,0.102,0.416,0.417,0.399,0.418,0.305,34,108,91.5,13.9,2204,89.3,89.5,49,220,385,0.20000000000000284,6.45,115,145,112,151,289,321,302,"-13.6","13.6",69.74350616097416,"6.49651375"
